№ Образца,Адсорбент,"Tрег, ᵒС","W0, см3/г","E0, кДж/моль","х0, нм","а0, ммоль/г","E, кДж/моль","SБЭТ, м2/г","Ws, см3/г","Sme, м2/г","Wme, см3/г",Металл,Лиганд,Растворитель,"m (соли), г","m(кис-ты), г","Т.син., °С","Т суш., °С","Vсин. (р-ля), мл",Mix_solv_ratio,carboxyl_groups (ligand),aromatic_rings (ligand),amino_groups (ligand),carbon_atoms (ligand),oxygen_atoms (ligand),nitrogen_atoms (ligand),molecular_weight (ligand),logP (ligand),TPSA (ligand),h_bond_acceptors (ligand),h_bond_donors (ligand),Молярка_соли,Молярка_кислоты,n_соли,n_кислоты,n_ratio,Vsyn_m,Total molecular weight (metal),Average ionic radius (metal),Average electronegativity (metal),Solvent_MolWt,Solvent_LogP,Solvent_NumHDonors,Solvent_NumHAcceptors,Adsorption_Potential,Capacity_Density,SurfaceArea_MicroVol_Ratio,Adsorption_Energy_Ratio,S_BET_E,x0_W0,K_equilibrium,Delta_G,B_micropore
174,MOF#174,130,0.5640919200000001,14.81818181818182,0.8098159509202455,16.26,4.89,1461.1,0.7340919200000001,24.3,0.17,Fe,BDC,ДМФА,0.8088,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020019801980198,0.0030365853658536,0.6592864344423138,29.673590467762622,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.5897094888000005,0.0111286017384086,2590.180687945005,0.32999999997773,7144.779,0.4568106346012271,7.190160824473865,-4.890000000344752,1.533169595175722e-05
175,MOF#175,130,0.74032728,14.18181818181818,0.8461538461538463,21.34,4.68,1958.5,1.05032728,40.5,0.3100000000000001,Fe,BDC,ДМФА,0.8083,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020007425742574,0.0030365853658536,0.6588788636989642,29.691946022897508,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.9155316704,0.0108960939494455,2645.451613446621,0.3299999999767308,9165.78,0.6264307753846154,6.606115295242808,-4.68000000037523,1.6738487415443386e-05
176,MOF#176(Fe),130,0.30424884,19.03030303030303,0.6305732484076433,8.77,6.28,747.0,0.3942488399999999,39.8,0.0899999999999998,Fe,BDC,ДМФА,0.8091,0.4985,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020027227722772,0.0030396341463414,0.6588694615824949,29.66258802414709,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.475882715199999,0.0117402945113631,2455.227101423864,0.3299999999826592,4691.16,0.1918511793630573,12.59707220955668,-6.280000000196777,9.295839759423484e-06
177,MOF#177,110,0.37710204,33.6060606060606,0.3570784490532011,10.87,11.09,851.0,0.38710204,0.25,0.0099999999999999,Cu,BTC,ДМФА,4.0051,2.0002,110,130,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.01655,0.0096628019323671,1.7127535473752704,11.984719479667245,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,4.2929616236,0.0127732079905842,2256.683622669653,0.3299999999901804,9437.59,0.1346550115779982,87.69847669964342,-11.090000000028263,2.980882270464361e-06
177,MOF-177(CuBTC),200,0.676806228,41.02121212121212,0.2925315801137623,19.509,13.537,1653.209,0.717806228,7.932,0.041,Cu,BTC,ДМФА,4.0051,2.0002,110,130,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.01655,0.0096628019323671,1.7127535473752704,11.984719479667245,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,9.716942908436002,0.0118006858176964,2442.662211372762,0.3299999999919554,22379.490233,0.1979871953076752,235.3486743663844,-13.537000000010536,2.000612870624614e-06
178,MOF#178,130,0.61682376,14.36363636363636,0.8354430379746836,17.78,4.74,1661.1,0.8068237600000001,11.8,0.1900000000000001,Fe,BDC,ДМФА,0.8084,0.4952,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020009900990099,0.0030195121951219,0.6626863238228327,29.688273095388084,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.824344622400001,0.0107037505267529,2692.989643114607,0.3299999999770254,7873.614,0.5153211159493671,6.767967728382992,-4.7400000003662575,1.631741026046437e-05
179,MOF#179,130,1.0719828,12.60606060606061,0.951923076923077,30.9,4.16,3036.4,1.5219828,22.0,0.45,Fe,BDC,ДМФА,0.8085,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030365853658536,0.659041891996304,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,6.331448448,0.0101765248320345,2832.5081308837152,0.329999999973822,12631.424,1.0204451653846154,5.356005587470059,-4.160000000462811,2.11846481351694e-05
179,MOF-179-160C(09-2020),160,0.84370944,13.93939393939394,0.8608695652173914,24.32,4.6,2774.0,1.44370944,48.0,0.5999999999999999,Fe,BDC,ДМФА,0.8085,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030365853658536,0.659041891996304,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,6.641063423999999,0.008767123287668,3287.861750974528,0.329999999976326,12760.4,0.7263237787826088,6.396316947681925,-4.600000000387538,1.732575835387545e-05
179,MOF-179-180C(09-2020),180,0.66018876,13.90909090909091,0.8627450980392157,19.03,4.59,1723.0,0.8101887600000001,22.0,0.15,Fe,BDC,ДМФА,0.8085,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030365853658536,0.659041891996304,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.7187664084,0.0110446894950603,2609.8596367956043,0.3299999999762745,7908.57,0.5695746164705883,6.3705650388961095,-4.5900000003891055,1.7401334091256645e-05
179,MOF-179-200C(09-2020),200,0.6685148399999999,13.84848484848485,0.8665207877461706,19.27,4.57,1743.0,0.81851484,23.0,0.15,Fe,BDC,ДМФА,0.8085,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030365853658536,0.659041891996304,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.7406128188,0.0110556511761267,2607.271960324364,0.3299999999761707,7965.51,0.5792820057768051,6.319371839530903,-4.570000000392257,1.7553976641880188e-05
180,MOF#180,130,1.0130064,12.90909090909091,0.9295774647887324,29.2,4.26,2863.8,1.4430064,22.3,0.4299999999999999,Fe,BDC,ДМФА,0.8085,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030365853658536,0.659041891996304,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,6.147207264,0.0101962427543787,2827.030507579191,0.3299999999744366,12199.788,0.9416679211267608,5.576493987210432,-4.260000000444512,2.0201737241728483e-05
181,MOF#181,130,0.73651116,13.57575757575758,0.8839285714285714,21.23,4.48,2020.8,1.10651116,69.0,0.3699999999999999,Fe,BDC,ДМФА,0.8081,0.4986,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020002475247524,0.003040243902439,0.6579231571600647,29.69929460500025,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.9571699968,0.0105057403008657,2743.7466083423005,0.3299999999756919,9053.184,0.6510232575,6.09404582110317,-4.480000000406761,1.826635476961098e-05
183,MOF#183(Fe),130,0.46070976,15.48484848484848,0.7749510763209394,13.28,5.11,1301.6,1.31070976,296.0,0.8499999999999999,Fe,BTC,ДМФА,1.215,0.63,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.0030074257425742,0.0030434782608695,0.9881538478809918,19.7530864034954,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,6.6977268736,0.010202827289482,2825.2060411630823,0.3299999999786889,6651.176,0.3570275243835616,7.857476332968064,-5.110000000315473,1.4039967937010824e-05
184,MOF#184(Fe),130,0.59531472,15.6969696969697,0.7644787644787645,17.16,5.18,1654.3,0.98531472,86.3,0.39,Fe,NH2-BDC,ДМФА,0.808,0.5436,130,130,24.0,1,4,1,1,8,4,1,179.13099999999997,-2.0042,106.28,5,1,404,179,0.002,0.0030368715083798,0.6585722629057487,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.103930249599999,0.010372967418237,2778.8662729877296,0.3299999999789767,8569.274,0.4551054616216216,8.0825282900552,-5.180000000306688,1.3663073253530149e-05
186,MOF#186(Zn),110,0.67406556,18.0,0.6666666666666666,19.43,5.94,1547.5,0.71406556,5.93,0.04,Zn,BTB,ДМФА,0.3567,0.3507,110,110,64.0,1,6,4,0,27,6,0,435.4110000000002,1.7781000000000005,120.39,6,0,297,435,0.0012010101010101,0.0008062068965517,1.4897027257448197,179.4224833770045,65.409,0.88,1.65,73.095,-0.2956000000000001,0.0,1.0,4.2415494264,0.0125557350565346,2295.7707521865223,0.3299999999816667,9192.15,0.4493770399999999,10.982491644430896,-5.940000000225708,1.0390466017300968e-05
187,MOF#187(Zn),90,0.48256572,19.51515151515152,0.6149068322981366,13.91,6.44,1120.7,0.51256572,16.06,0.03,Zn,BTB,ДМФА,0.266,0.2618,90,110,56.0,1,6,4,0,27,6,0,435.4110000000002,1.7781000000000005,120.39,6,0,297,435,0.0008956228956228,0.0006018390804597,1.4881409940971246,210.5263149980213,65.409,0.88,1.65,73.095,-0.2956000000000001,0.0,1.0,3.3009232368,0.0124118854287388,2322.377970979004,0.32999999998309,7217.308000000001,0.2967329582608695,13.436989129652323,-6.440000000184478,8.839672629529387e-06
189,MOF#189(Cu),120,0.36218448,34.78787878787879,0.3449477351916376,10.44,11.48,861.8,0.38218448,9.28,0.02,Cu,BTC,ДМФА,4.0023,2.0035,120,120,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.0165384297520661,0.0096787439613526,1.7087370127123158,11.993103962223444,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,4.3874778304,0.0121141796240286,2379.450377389306,0.329999999990514,9893.464,0.1249347160975609,102.6410049670228,-11.48000000002415,2.781788709709509e-06
190,MOF-190(Zn)^^,110,0.6563726400000001,21.18181818181818,0.5665236051502146,18.92,6.99,1516.0,0.6563726400000001,7.1,0.0,Zn,BTB,ДМФА,0.356,0.3505,110,130,64.0,1,6,4,0,27,6,0,435.4110000000002,1.7781000000000005,120.39,6,0,297,435,0.0011986531986531,0.0008057471264367,1.4876276584767758,179.77528039388966,65.409,0.88,1.65,73.095,-0.2956000000000001,0.0,1.0,4.5880447536,0.0124802110817859,2309.663604641315,0.3299999999844206,10596.84,0.371850594334764,16.775024323439986,-6.990000000147769,7.503321662625721e-06
194,MOF#194(Cu),130,0.3243702,34.57575757575758,0.3470639789658194,9.35,11.41,771.02,0.3443702,0.22,0.02,Cu,BTC,ДМФА,4.0023,2.0036,110,110,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.0165384297520661,0.00967922705314,1.708651729380504,11.993103962223444,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,3.929263982,0.0121267930792818,2376.9754361622136,0.3299999999904557,8797.3382,0.1125772122699386,99.78304292640232,-11.41000000002484,2.816025787058108e-06
194,MOF-194-200,200,0.64492428,24.15151515151515,0.4968632371392723,18.59,7.97,1473.0,0.67492428,22.0,0.03,Cu,BTC,ДМФА,4.0023,2.0036,110,110,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.0165384297520661,0.00967922705314,1.708651729380504,11.993103962223444,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,5.3791465116,0.0126205023760946,2283.989056383504,0.3299999999863363,11739.81,0.3204391654705144,24.90928626957121,-7.970000000099514,5.771534200051823e-06
194,MOF-CuBTC-194(220C),220,0.6577603200000001,32.06060606060606,0.3742911153119092,18.96,10.58,1600.0,0.71776032,21.0,0.0599999999999999,Cu,BTC,ДМФА,4.0023,2.0036,110,110,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.0165384297520661,0.00967922705314,1.708651729380504,11.993103962223444,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,7.5939041856,0.0118499999999925,2432.496988519318,0.329999999989707,16928.0,0.2461938437807183,71.390256747732,-10.580000000034724,3.275190615100134e-06
194,MOF-CuBTC-194(230C),230,0.65082192,49.78787878787878,0.2410225197808886,18.76,16.43,1640.0,0.7208219200000001,78.0,0.07,Cu,BTC,ДМФА,4.0023,2.0036,110,110,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.0165384297520661,0.00967922705314,1.708651729380504,11.993103962223444,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,11.843104145600002,0.0114390243902369,2519.890536999905,0.3299999999933719,26945.2,0.1568627390870359,756.086754953935,-16.430000000003275,1.3581032528049957e-06
194,MOF-CuBTC-194(4iz9)(120C),120,0.54709284,30.48484848484848,0.3936381709741551,15.77,10.06,1300.0,0.60709284,30.0,0.0599999999999999,Cu,BTC,ДМФА,4.0023,2.0036,110,110,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.0165384297520661,0.00967922705314,1.708651729380504,11.993103962223444,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,6.1073539704,0.0121307692307598,2376.1963282572,0.329999999989175,13078.0,0.2153566248906561,57.88070551949404,-10.060000000042828,3.622529700209192e-06
194,MOF194,110,0.3244048920000001,34.56363636363636,0.3471856917411889,9.351,11.406,771.018,0.3394048920000001,0.216,0.015,Cu,BTC,ДМФА,4.0023,2.0036,110,110,48.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,242,207,0.0165384297520661,0.00967922705314,1.708651729380504,11.993103962223444,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,3.8712521981520016,0.0121281215224389,2376.715076242699,0.3299999999904524,8794.231308,0.1126287368332457,99.62215570767448,-11.406000000024884,2.818001252298708e-06
195,MOF#195(Fe)^^,130,0.35073612,16.18181818181818,0.7415730337078652,10.11,5.34,901.2,0.62073612,100.0,0.27,Fe,BTC,ДМФА,1.218,0.6335,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.0030148514851485,0.0030603864734299,0.9851208421558458,19.70443348135925,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.3147308808,0.0112183754993217,2569.4530618361946,0.3299999999796068,4812.408,0.2600964485393258,8.621435438878153,-5.340000000287518,1.2856578391057054e-05
196,MOF#196(Zn),110,0.64076124,20.15151515151515,0.5954887218045113,18.47,6.65,1495.2,0.67076124,23.25,0.03,Zn,BTB,ДМФА,0.3566,0.3498,110,110,64.0,1,6,4,0,27,6,0,435.4110000000002,1.7781000000000005,120.39,6,0,297,435,0.0012006734006734,0.0008041379310344,1.4931168661723628,179.47279815066517,65.409,0.88,1.65,73.095,-0.2956000000000001,0.0,1.0,4.460562246,0.0123528624933036,2333.4744743089104,0.3299999999836241,9943.08,0.3815660917894737,14.624951052319808,-6.650000000169493,8.290192702087257e-06
200,MOF#200(Al),130,0.4024272,24.24242424242424,0.495,11.6,8.0,982.98,0.6924272,168.8,0.29,Al,BDC,ДМФА,0.751,0.4995,130,130,28.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,375,164,0.0020026666666666,0.003045731707317,0.6575319829791554,37.28362178790464,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.5394176,0.0118008504750739,2442.628126422299,0.3299999999863875,7863.84,0.199201464,25.21258346028048,-8.000000000098318,5.728328855751129e-06
201,MOF#201(Fe),130,0.35281764,16.09090909090909,0.7457627118644068,10.17,5.31,975.4,0.6328176400000001,70.9,0.2800000000000001,Fe,BTC,ДМФА,1.212,0.63,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.003,0.0030434782608695,0.9857139618368412,19.80198018168153,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.3602616684,0.0104264916957038,2764.600991139216,0.3299999999794915,5179.374,0.26311824,8.517723054440738,-5.310000000291018,1.3002260836357718e-05
201,MOF-201-150(Fe),150,0.47458656,13.57575757575758,0.8839285714285714,13.68,4.48,1122.0,0.62458656,63.0,0.15,Fe,BTC,ДМФА,1.212,0.63,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.003,0.0030434782608695,0.9857139618368412,19.80198018168153,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.7981477888,0.012192513368973,2364.16302567826,0.3299999999756919,5026.56,0.41950062,6.09404582110317,-4.480000000406761,1.826635476961098e-05
201,MOF-201-180(Fe),180,0.5026870800000001,13.90909090909091,0.8627450980392157,14.49,4.59,1198.0,0.68268708,62.0,0.1799999999999999,Fe,BTC,ДМФА,1.212,0.63,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.003,0.0030434782608695,0.9857139618368412,19.80198018168153,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.1335336972,0.0120951585976526,2383.192338296834,0.3299999999762745,5498.82,0.4336908141176471,6.3705650388961095,-4.5900000003891055,1.7401334091256645e-05
201,MOF-201-200(Fe),200,0.48360648,23.18181818181818,0.5176470588235293,13.94,7.65,1144.0,0.64360648,62.0,0.16,Fe,BTC,ДМФА,1.212,0.63,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.003,0.0030434782608695,0.9857139618368412,19.80198018168153,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.923589572,0.012185314685304,2365.559695631953,0.3299999999857647,8751.6,0.2503374719999999,21.8925620771856,-7.650000000113227,6.264480272853485e-06
201,MOF-201-220(Fe),220,0.49054488,14.60606060606061,0.8215767634854773,14.14,4.82,1192.0,0.68054488,60.0,0.19,Fe,BTC,ДМФА,1.212,0.63,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.003,0.0030434782608695,0.9857139618368412,19.80198018168153,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.2802263216000003,0.0118624161073726,2429.950950808108,0.3299999999774065,5745.4400000000005,0.4030202748547718,6.989956172260015,-4.820000000354626,1.578024856528003e-05
201,MOF-201-250(Fe),250,0.48603492,14.54545454545454,0.8250000000000001,14.01,4.8,1179.0,0.65603492,59.0,0.17,Fe,BTC,ДМФА,1.212,0.63,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.003,0.0030434782608695,0.9857139618368412,19.80198018168153,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.148967616,0.0118829516539339,2425.7516261881933,0.3299999999773126,5659.2,0.400978809,6.933785610042104,-4.800000000357499,1.5912024599306034e-05
204,MOF#204(Zn),130,0.3850812,20.42424242424243,0.5875370919881305,11.1,6.74,896.2,0.5950812,119.4,0.21,Zn,BTB,ДМФА,0.3565,0.3498,130,130,64.0,1,6,4,0,27,6,0,435.4110000000002,1.7781000000000005,120.39,6,0,297,435,0.0012003367003367,0.0008041379310344,1.4926981570119109,179.52314115140774,65.409,0.88,1.65,73.095,-0.2956000000000001,0.0,1.0,4.010847288,0.0123856282079754,2327.3013527346925,0.3299999999838426,6040.388000000001,0.2262494884272997,15.165705435706307,-6.740000000163449,8.070271085596754e-06
205,MOF#205(Al),130,0.5297468399999999,25.15151515151515,0.4771084337349397,15.27,8.3,1274.0,1.699,270.9,1.169,Al,BDC,ДМФА,0.754,0.499,130,130,28.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,375,164,0.0020106666666666,0.0030426829268292,0.6608200900978729,37.13527846533783,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,14.1017,0.0119858712715761,2404.922316469274,0.3299999999868795,10574.2,0.2527466851084337,28.456271739327384,-8.300000000087111,5.321716457658231e-06
206,MOF#206(Al),130,0.5016463200000001,25.90909090909091,0.4631578947368421,14.46,8.55,1210.1,0.7816463200000001,142.9,0.28,Al,BDC,ДМФА,0.7546,0.499,130,130,28.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,375,164,0.0020122666666666,0.0030426829268292,0.6613459416284547,37.10575134229293,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,6.683076036000002,0.0119494256672903,2412.257300298231,0.3299999999872631,10346.355,0.2323414534736842,31.47592788250689,-8.550000000078752,5.015054844472872e-06
207,MOF#207(Fe),130,0.38889732,16.36363636363636,0.7333333333333334,11.21,5.4,1021.3,0.5988973200000001,54.1,0.2100000000000001,Fe,BTC,ДМФА,1.2128,0.6324,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.0030019801980198,0.0030550724637681,0.9826212801826284,19.788918189488022,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.2340455280000007,0.0109762067952501,2626.1430584655527,0.3299999999798334,5515.02,0.285191368,8.832664011281105,-5.4000000002806425,1.257246388093375e-05
208,MOF#208(Al),130,0.5162169600000001,25.03030303030303,0.4794188861985473,14.88,8.26,1251.8,0.85621696,185.2,0.34,Al,BDC,ДМФА,0.7554,0.4995,130,130,28.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,375,164,0.0020144,0.003045731707317,0.6613843674333608,37.06645480928455,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,7.0723520896,0.0118868828886308,2424.9493809251258,0.3299999999868159,10339.868,0.24748416,28.00076602926681,-8.260000000088526,5.373383304822024e-06
209,MOF#209(Fe),130,0.58074408,15.81818181818182,0.7586206896551725,16.74,5.22,1674.3,1.151,136.115,0.57,Fe,NH2-BDC,ДМФА,0.8088,0.5433,130,130,24.0,1,4,1,1,8,4,1,179.13099999999997,-2.0042,106.28,5,1,404,179,0.0020019801980198,0.0030351955307262,0.6595883257486366,29.673590467762622,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,6.00822,0.0099982082064086,2883.0255094756617,0.3299999999791378,8739.846,0.4405644744827586,8.214011756757436,-5.22000000030178,1.345447977745568e-05
210,MOF#210(Zn),130,0.08568924,21.42424242424243,0.56011315417256,2.47,7.07,197.8,0.15568924,32.2,0.0699999999999999,Zn,BTB,ДМФА,0.3556,0.3501,130,130,64.0,1,6,4,0,27,6,0,435.4110000000002,1.7781000000000005,120.39,6,0,297,435,0.0011973063973063,0.0008048275862068,1.4876539151637524,179.977502306025,65.409,0.88,1.65,73.095,-0.2956000000000001,0.0,1.0,1.1007229268,0.0124873609706143,2308.341137016256,0.3299999999845968,1398.446,0.0479956704950495,17.32524289643093,-7.070000000143076,7.334475947097228e-06
211,MOF#211(Al),130,0.5176046400000001,24.42424242424243,0.4913151364764268,14.92,8.06,1252.1,1.746,269.184,1.229,Al,BDC,ДМФА,0.7548,0.499,130,130,28.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,375,164,0.0020128,0.0030426829268292,0.661521225471982,37.095919399713935,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,14.07276,0.0119159811516556,2419.027769111521,0.3299999999864887,10091.926,0.2543069943424317,25.83030171017765,-8.060000000095966,5.643361001669749e-06
212,MOF#212(Al),130,0.5418890399999999,25.57575757575757,0.4691943127962085,15.62,8.44,1304.5,1.833,260.301,1.291,Al,BDC,ДМФА,0.7549,0.4994,130,130,28.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,375,164,0.0020130666666666,0.0030451219512195,0.6610789445662524,37.09100538204928,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,15.47052,0.0119739363740805,2407.3193980684327,0.3299999999870972,11009.98,0.2542512557345971,30.109691307848816,-8.440000000082327,5.146630898453496e-06
213,MOF#213(Al),140,0.5110131600000001,27.18181818181818,0.4414715719063545,14.73,8.97,1232.4,1.523,253.924,1.012,Al,BDC,ДМФА,0.7565,0.498,140,140,28.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,375,164,0.0020173333333333,0.0030365853658536,0.66434248537048,37.01255778319557,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,13.66131,0.0119522882181013,2411.679569246945,0.3299999999878595,11054.628000000002,0.2255977830100334,37.28751597212866,-8.970000000066479,4.5564124533541405e-06
215,MOF#215(Fe),130,0.4457922,15.72727272727273,0.7630057803468208,12.85,5.19,1263.0,0.912,117.146,0.467,Fe,BTC,ДМФА,1.2129,0.6306,130,130,40.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,404,207,0.0030022277227722,0.0030463768115942,0.985507349530352,32.97881108666929,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.733280000000001,0.0101741884402136,2833.15858188376,0.3299999999790173,6554.97,0.340142025433526,8.115200514577431,-5.190000000305454,1.3610472442856338e-05
216,MOF#216(Zn),130,0.07354704,18.48484848484848,0.6491803278688525,2.12,6.1,168.4,0.10354704,14.2,0.03,Zn,BTB,ДМФА,0.3566,0.3508,130,130,64.0,1,6,4,0,27,6,0,435.4110000000002,1.7781000000000005,120.39,6,0,297,435,0.0012006734006734,0.0008064367816091,1.488860551991417,179.47279815066517,65.409,0.88,1.65,73.095,-0.2956000000000001,0.0,1.0,0.631636944,0.0125890736341295,2289.691029174104,0.3299999999821476,1027.24,0.0477452915409836,11.714755491419751,-6.1000000002115975,9.85254089674936e-06
218,MOF#218(Fe),130,0.09991296,16.84848484848485,0.7122302158273381,2.88,5.56,241.4,0.23991296,0.0,0.14,Fe,NH2-BDC,ДМФА,0.8074,0.5434,130,130,24.0,1,4,1,1,8,4,1,179.13099999999997,-2.0042,106.28,5,1,404,179,0.0019985148514851,0.0030357541899441,0.658325433521511,29.72504331220579,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.3339160576,0.0119304059651535,2416.102951848259,0.3299999999804135,1342.184,0.0711610290647482,9.42158688392818,-5.560000000263099,1.1859280276901817e-05
219,MOF#219(Fe),130,0.5516028000000001,15.66666666666667,0.7659574468085106,15.9,5.17,1596.8,1.0116028,87.3,0.4599999999999999,Fe,NH2-BDC,ДМФА,0.8081,0.5436,130,130,24.0,1,4,1,1,8,4,1,179.13099999999997,-2.0042,106.28,5,1,404,179,0.0020002475247524,0.0030368715083798,0.6586537693739302,29.69929460500025,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.229986476,0.009957414829653,2894.8366417015345,0.3299999999789361,8255.456,0.4225042723404256,8.04998760562903,-5.170000000307928,1.371597958644097e-05
